Run,Assay Type,AvgSpotLen,BioProject,BioSample,BioSampleModel,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,MBases,MBytes,Organism,Platform,ReleaseDate,sample_acc,Sample Name,SRA Study,tissue,dev_stage,experiment_batch,Cultivar,Biomaterial_provider,Ecotype,treatment
SRR5405092,RNA-Seq,51,PRJNA381300,SAMN06673897,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697671,RNA-seq,China,Asia,China: Gunagzhou,Illumina HiSeq 4000,Papaya_30DPA_RNA-seq_1:SZ1905A:RNA-Seq:single:HiSeq4000,SINGLE,RANDOM PCR,TRANSCRIPTOMIC,411,244,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092150,Papaya_30DPA_RNA-seq_1,SRP102870,fruit flesh,30 days post anthesis,1,Tainong1,,,
SRR5405093,RNA-Seq,300,PRJNA381300,SAMN06673896,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697672,RNA-seq,China,Asia,China: Gunagzhou,HiSeq X Ten,Papaya_S4_RNA-seq_1:SZ003:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1373,513,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092153,Papaya_S4_RNA-seq_1,SRP102870,fruit flesh,stage4 of 4 (from immature to ripe),1,Tainong1,,,
SRR5405094,RNA-Seq,300,PRJNA381300,SAMN06673895,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697673,RNA-seq,China,Asia,China: Gunagzhou,HiSeq X Ten,Papaya_S3_RNA-seq_1:SZ017:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2807,986,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092152,Papaya_S3_RNA-seq_1,SRP102870,fruit flesh,stage3 of 4 (from immature to ripe),1,Tainong1,,,
SRR5405095,RNA-Seq,300,PRJNA381300,SAMN06673894,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697674,RNA-seq,China,Asia,China: Gunagzhou,HiSeq X Ten,Papaya_S2_RNA-seq_1:SZ017:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2687,982,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092154,Papaya_S2_RNA-seq_1,SRP102870,fruit flesh,stage2 of 4 (from immature to ripe),1,Tainong1,,,
SRR5405096,RNA-Seq,300,PRJNA381300,SAMN06673893,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697675,RNA-seq,China,Asia,China: Gunagzhou,HiSeq X Ten,Papaya_S1_RNA-seq_1:SZ003:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1091,414,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092155,Papaya_S1_RNA-seq_1,SRP102870,fruit flesh,stage1 of 4 (from immature to ripe),1,Tainong1,,,
SRR5405097,RNA-Seq,300,PRJNA381300,SAMN06673892,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697676,RNA-seq,China,Asia,China: Gunagzhou,HiSeq X Ten,Papaya_leaf_RNA-seq_1:SZ003:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1346,501,Carica papaya,ILLUMINA,2017-04-04T00:00:00Z,SRS2092156,Papaya_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,Tainong1,,,
SRR5405098,RNA-Seq,300,PRJNA381300,SAMN06673891,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697677,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,H3_50DPA_RNA-seq_1:SZ065:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1114,409,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092157,H3_50DPA_RNA-seq_1,SRP102870,fruit flesh,50 days post anthesis,1,Harukei 3,,,
SRR5405099,RNA-Seq,300,PRJNA381300,SAMN06673890,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697678,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,H3_20DPA_RNA-seq_1:SZ065:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2030,727,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092158,H3_20DPA_RNA-seq_1,SRP102870,fruit flesh,20 days post anthesis,1,Harukei 3,,,
SRR5405104,RNA-Seq,300,PRJNA381300,SAMN06673885,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697683,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_RNA-seq_4:PH009:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2130,814,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092163,VED_40DPA_RNA-seq_4,SRP102870,fruit flesh,40 days post anthesis,4,Vedrantais,,,
SRR5405105,RNA-Seq,300,PRJNA381300,SAMN06673884,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697684,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_RNA-seq_3:PH009:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1426,541,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092164,VED_40DPA_RNA-seq_3,SRP102870,fruit flesh,40 days post anthesis,3,Vedrantais,,,
SRR5405106,RNA-Seq,300,PRJNA381300,SAMN06673883,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697685,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_RNA-seq_2:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2602,1036,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092165,VED_40DPA_RNA-seq_2,SRP102870,fruit flesh and peel,40 days post anthesis,2,Vedrantais,,,
SRR5405107,RNA-Seq,300,PRJNA381300,SAMN06673882,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697686,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_40DPA_RNA-seq_1:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1645,674,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092166,VED_40DPA_RNA-seq_1,SRP102870,fruit flesh and peel,40 days post anthesis,1,Vedrantais,,,
SRR5405108,RNA-Seq,300,PRJNA381300,SAMN06673881,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697687,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_30DPA_RNA-seq_1:SZ017:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,3826,1387,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092167,VED_30DPA_RNA-seq_1,SRP102870,fruit flesh and peel,30 days post anthesis,1,Vedrantais,,,
SRR5405109,RNA-Seq,300,PRJNA381300,SAMN06673880,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697688,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_20DPA_RNA-seq_1:SZ017:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2920,1060,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092168,VED_20DPA_RNA-seq_1,SRP102870,fruit flesh and peel,20 days post anthesis,1,Vedrantais,,,
SRR5405110,RNA-Seq,300,PRJNA381300,SAMN06673879,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697689,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_10DPA_RNA-seq_1:SZ003:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1348,511,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092169,VED_10DPA_RNA-seq_1,SRP102870,fruit flesh and peel,10 days post anthesis,1,Vedrantais,,,
SRR5405111,RNA-Seq,300,PRJNA381300,SAMN06673878,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697690,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_leaf_RNA-seq_2:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2274,898,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092170,VED_leaf_RNA-seq_2,SRP102870,leaf,not collected,2,Vedrantais,,,
SRR5405112,RNA-Seq,300,PRJNA381300,SAMN06673877,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697691,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,VED_leaf_RNA-seq_1:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1284,522,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092172,VED_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,Vedrantais,,,
SRR5405113,RNA-Seq,300,PRJNA381300,SAMN06673876,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697692,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_40DPA_RNA-seq_2:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2771,1092,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092171,PI_40DPA_RNA-seq_2,SRP102870,fruit flesh and peel,40 days post anthesis,2,PI161375,,,
SRR5405114,RNA-Seq,300,PRJNA381300,SAMN06673875,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697693,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_40DPA_RNA-seq_1:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1678,682,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092173,PI_40DPA_RNA-seq_1,SRP102870,fruit flesh and peel,40 days post anthesis,1,PI161375,,,
SRR5405115,RNA-Seq,300,PRJNA381300,SAMN06673874,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697694,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_10DPA_RNA-seq_1:SZ027:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1293,513,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092174,PI_10DPA_RNA-seq_1,SRP102870,fruit flesh and peel,10 days post anthesis,1,PI161375,,,
SRR5405116,RNA-Seq,300,PRJNA381300,SAMN06673873,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697695,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_leaf_RNA-seq_2:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2279,903,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092175,PI_leaf_RNA-seq_2,SRP102870,leaf,not collected,2,PI161375,,,
SRR5405117,RNA-Seq,300,PRJNA381300,SAMN06673872,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697696,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,PI_leaf_RNA-seq_1:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1814,742,Cucumis melo,ILLUMINA,2017-04-04T00:00:00Z,SRS2092176,PI_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,PI161375,,,
SRR5405118,RNA-Seq,300,PRJNA381300,SAMN06673871,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697697,RNA-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_ripe_RNA-seq_1:PH009:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1791,692,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092177,Grape_ripe_RNA-seq_1,SRP102870,fruit flesh,ripe,1,Grapevine PN40024,,,
SRR5405119,RNA-Seq,300,PRJNA381300,SAMN06673870,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697698,RNA-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_immature_RNA-seq_2:PH009:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1204,463,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092178,Grape_immature_RNA-seq_2,SRP102870,fruit flesh,before veraison,2,Grapevine PN40024,,,
SRR5405120,RNA-Seq,300,PRJNA381300,SAMN06673869,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697699,RNA-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_immature_RNA-seq_1:PH009:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,669,257,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092179,Grape_immature_RNA-seq_1,SRP102870,fruit flesh,before veraison,1,Grapevine PN40024,,,
SRR5405121,RNA-Seq,300,PRJNA381300,SAMN06673868,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697700,RNA-seq,China,Asia,China: Beijing,HiSeq X Ten,Grape_leaf_RNA-seq_1:SZ065:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1186,429,Vitis vinifera,ILLUMINA,2017-04-04T00:00:00Z,SRS2092180,Grape_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,Grapevine PN40024,,,
SRR5405122,RNA-Seq,300,PRJNA381300,SAMN06673867,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697701,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_40DPA_ethylene_RNA-seq_2:SZ041:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1785,664,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092181,Cucumber_40DPA_ethylene_RNA-seq_2,SRP102870,fruit flesh,40 days post anthesis,2,Chinese Long (line9930),,,ethylene treatment for 1.5h
SRR5405123,RNA-Seq,300,PRJNA381300,SAMN06673866,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697702,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_40DPA_ethylene_RNA-seq_1:SZ041:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1683,632,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092182,Cucumber_40DPA_ethylene_RNA-seq_1,SRP102870,fruit flesh,40 days post anthesis,1,Chinese Long (line9930),,,ethylene treatment for 1.5h
SRR5405124,RNA-Seq,300,PRJNA381300,SAMN06673865,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697703,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_40DPA_RNA-seq_2:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2515,997,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092183,Cucumber_40DPA_RNA-seq_2,SRP102870,fruit flesh,40 days post anthesis,2,Chinese Long (line9930),,,
SRR5405125,RNA-Seq,300,PRJNA381300,SAMN06673864,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697704,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_40DPA_RNA-seq_1:SZ060316A:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1687,693,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092184,Cucumber_40DPA_RNA-seq_1,SRP102870,fruit flesh,40 days post anthesis,1,Chinese Long (line9930),,,
SRR5405126,RNA-Seq,300,PRJNA381300,SAMN06673863,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697705,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_30DPA_RNA-seq_1:SZ017:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2506,904,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092185,Cucumber_30DPA_RNA-seq_1,SRP102870,fruit flesh,30 days post anthesis,1,Chinese Long (line9930),,,
SRR5405127,RNA-Seq,300,PRJNA381300,SAMN06673862,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697706,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_20DPA_RNA-seq_1:SZ017:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2427,872,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092186,Cucumber_20DPA_RNA-seq_1,SRP102870,fruit flesh,20 days post anthesis,1,Chinese Long (line9930),,,
SRR5405128,RNA-Seq,300,PRJNA381300,SAMN06673861,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697707,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_10DPA_RNA-seq_1:SZ003:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1208,459,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092187,Cucumber_10DPA_RNA-seq_1,SRP102870,fruit flesh,10 days post anthesis,1,Chinese Long (line9930),,,
SRR5405129,RNA-Seq,300,PRJNA381300,SAMN06673860,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697708,RNA-seq,China,Asia,China: Hong Kong,HiSeq X Ten,Cucumber_leaf_RNA-seq_1:SZ003:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,899,333,Cucumis sativus,ILLUMINA,2017-04-04T00:00:00Z,SRS2092188,Cucumber_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,Chinese Long (line9930),,,
SRR5405130,RNA-Seq,300,PRJNA381300,SAMN06673859,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697709,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_pulp_S4_RNA-seq_1:PH007:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,1295,508,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092189,Banana_pulp_S4_RNA-seq_1,SRP102870,pulp,stage 4 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405131,RNA-Seq,300,PRJNA381300,SAMN06673858,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697710,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_pulp_S3_RNA-seq_1:PH007:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,848,331,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092191,Banana_pulp_S3_RNA-seq_1,SRP102870,pulp,stage 3 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405132,RNA-Seq,300,PRJNA381300,SAMN06673857,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697711,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_pulp_S2_RNA-seq_1:PH007:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,771,301,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092190,Banana_pulp_S2_RNA-seq_1,SRP102870,pulp,stage 2 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405133,RNA-Seq,300,PRJNA381300,SAMN06673856,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697712,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_pulp_S1_RNA-seq_1:PH007:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,813,317,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092192,Banana_pulp_S1_RNA-seq_1,SRP102870,pulp,stage 1 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405135,RNA-Seq,300,PRJNA381300,SAMN06673854,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697714,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_peel_S4_RNA-seq_1:SZ060416C:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2177,1004,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092195,Banana_peel_S4_RNA-seq_1,SRP102870,peel,stage 4 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405136,RNA-Seq,300,PRJNA381300,SAMN06673853,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697715,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_peel_S3_RNA-seq_1:SZ060416C:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,3716,1714,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092194,Banana_peel_S3_RNA-seq_1,SRP102870,peel,stage 3 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405137,RNA-Seq,300,PRJNA381300,SAMN06673852,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697716,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_peel_S2_RNA-seq_1:SZ060416C:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,4291,1976,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092196,Banana_peel_S2_RNA-seq_1,SRP102870,peel,stage 2 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405138,RNA-Seq,300,PRJNA381300,SAMN06673851,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697717,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_peel_S1_RNA-seq_2:SZ060416C:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,5340,2418,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092197,Banana_peel_S1_RNA-seq_2,SRP102870,peel,stage 1 of 4 (from immature to ripe),2,Cavendish,,,
SRR5405139,RNA-Seq,300,PRJNA381300,SAMN06673850,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697718,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_peel_S1_RNA-seq_1:SZ060416C:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2452,1112,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092198,Banana_peel_S1_RNA-seq_1,SRP102870,peel,stage 1 of 4 (from immature to ripe),1,Cavendish,,,
SRR5405141,RNA-Seq,300,PRJNA381300,SAMN06673848,Plant,THE CHINESE UNIVERSITY OF HONGKONG,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX2697720,RNA-seq,China,Asia,China: Guangzhou,HiSeq X Ten,Banana_leaf_RNA-seq_1:SZ060416C:RNA-Seq:paired:HiSeqXTen,PAIRED,RANDOM PCR,TRANSCRIPTOMIC,2900,1302,Musa acuminata AAA Group,ILLUMINA,2017-04-04T00:00:00Z,SRS2092200,Banana_leaf_RNA-seq_1,SRP102870,leaf,not collected,1,Cavendish,,,
